# RandomSeed is not predefined. Generated seed value:  8307697398501078500
# variable_neighborhood_search started at: 2024-03-17 12:34:07.535369
# Execution parameters: {'algorithm': 'variable_neighborhood_search', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/comb/ones_count_max_problem/outputs/dimension_10.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/comb/ones_count_max_problem/inputs/dimension_10.txt', 'inputFormat': 'txt', 'finishCriteria': 'evaluations & seconds', 'finishEvaluationsMax': 3000, 'finishIterationsMax': 0, 'finishSecondsMax': 0, 'randomSeed': 0, 'solutionEvaluationCacheIsUsed': True, 'solutionEvaluationCacheMaxSize': 100000, 'solutionDistanceCalculationCacheIsUsed': True, 'solutionDistanceCalculationCacheMaxSize': 300000, 'additionalStatisticsIsActive': True, 'additionalStatisticsKeep': 'none', 'additionalStatisticsMaxLocalOptimaCount': 5, 'kMin': 1, 'kMax': 3, 'localSearchType': 'localSearchBestImprovement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
152	1300	a_i	1111111111	10	10	True	
153	1301	a_i	1111111111	10	10	True	
154	1302	a_i	1111111111	10	10	True	
155	1303	a_i	1111111111	10	10	True	
156	1304	a_i	1111111111	10	10	True	
157	1305	a_i	1111111111	10	10	True	
158	1306	a_i	1111111111	10	10	True	
159	1307	a_i	1111111111	10	10	True	
160	1308	a_i	1111111111	10	10	True	
161	1309	a_i	1111111111	10	10	True	
162	1310	a_i	1111111111	10	10	True	
163	1311	a_i	1111111111	10	10	True	
164	1312	a_i	1111111111	10	10	True	
165	1313	a_i	1111111111	10	10	True	
166	1314	a_i	1111111111	10	10	True	
167	1315	a_i	1111111111	10	10	True	
168	1316	a_i	1111111111	10	10	True	
169	1317	a_i	1111111111	10	10	True	
170	1318	a_i	1111111111	10	10	True	
171	1319	a_i	1111111111	10	10	True	
172	1320	a_i	1111111111	10	10	True	
173	1321	a_i	1111111111	10	10	True	
174	1322	a_i	1111111111	10	10	True	
175	1323	a_i	1111111111	10	10	True	
176	1324	a_i	1111111111	10	10	True	
177	1325	a_i	1111111111	10	10	True	
178	1326	a_i	1111111111	10	10	True	
179	1327	a_i	1111111111	10	10	True	
180	1328	a_i	1111111111	10	10	True	
181	1329	a_i	1111111111	10	10	True	
182	1330	a_i	1111111111	10	10	True	
183	1331	a_i	1111111111	10	10	True	
184	1332	a_i	1111111111	10	10	True	
185	1333	a_i	1111111111	10	10	True	
186	1334	a_i	1111111111	10	10	True	
187	1335	a_i	1111111111	10	10	True	
188	1336	a_i	1111111111	10	10	True	
189	1337	a_i	1111111111	10	10	True	
190	1338	a_i	1111111111	10	10	True	
191	1339	a_i	1111111111	10	10	True	
192	1340	a_i	1111111111	10	10	True	
193	1341	a_i	1111111111	10	10	True	
194	1342	a_i	1111111111	10	10	True	
195	1343	a_i	1111111111	10	10	True	
196	1344	a_i	1111111111	10	10	True	
197	1345	a_i	1111111111	10	10	True	
198	1346	a_i	1111111111	10	10	True	
199	1347	a_i	1111111111	10	10	True	
200	1348	a_i	1111111111	10	10	True	
201	1349	a_i	1111111111	10	10	True	
202	1350	a_i	1111111111	10	10	True	
203	1351	a_i	1111111111	10	10	True	
204	1352	a_i	1111111111	10	10	True	
205	1353	a_i	1111111111	10	10	True	
206	1354	a_i	1111111111	10	10	True	
207	1355	a_i	1111111111	10	10	True	
208	1356	a_i	1111111111	10	10	True	
209	1357	a_i	1111111111	10	10	True	
210	1358	a_i	1111111111	10	10	True	
211	1359	a_i	1111111111	10	10	True	
212	1360	a_i	1111111111	10	10	True	
213	1361	a_i	1111111111	10	10	True	
214	1362	a_i	1111111111	10	10	True	
215	1363	a_i	1111111111	10	10	True	
216	1364	a_i	1111111111	10	10	True	
217	1365	a_i	1111111111	10	10	True	
